# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
30.000000,0.000000,0.000000,0.000000
50.000000,1.000000,0.166667,0.285714
70.000000,1.000000,0.166667,0.285714
90.000000,1.000000,0.166667,0.285714
111.000000,1.000000,0.166667,0.285714
131.000000,1.000000,0.166667,0.285714
151.000000,0.900000,0.150000,0.257143
171.000000,0.900000,0.150000,0.257143
191.000000,0.750000,0.133333,0.225000
212.000000,0.600000,0.116667,0.192857
232.000000,0.850000,0.150000,0.253571
252.000000,0.400000,0.066667,0.114286
272.000000,0.300000,0.050000,0.085714
292.000000,0.100000,0.016667,0.028571
313.000000,0.200000,0.033333,0.057143
333.000000,0.200000,0.033333,0.057143
353.000000,0.600000,0.116667,0.192857
373.000000,0.300000,0.050000,0.085714
393.000000,0.200000,0.050000,0.078571
414.000000,0.600000,0.116667,0.192857
434.000000,0.600000,0.100000,0.171429
454.000000,0.650000,0.116667,0.196429
474.000000,0.500000,0.100000,0.164286
494.000000,0.300000,0.050000,0.085714
515.000000,0.700000,0.116667,0.200000
535.000000,0.900000,0.150000,0.257143
555.000000,0.300000,0.050000,0.085714
575.000000,0.900000,0.150000,0.257143
595.000000,0.900000,0.150000,0.257143
616.000000,0.800000,0.133333,0.228571
636.000000,0.700000,0.116667,0.200000
656.000000,0.700000,0.116667,0.200000
676.000000,1.000000,0.166667,0.285714
696.000000,0.650000,0.116667,0.196429
717.000000,0.800000,0.133333,0.228571
737.000000,0.800000,0.133333,0.228571
757.000000,0.900000,0.150000,0.257143
777.000000,0.900000,0.150000,0.257143
797.000000,0.700000,0.116667,0.200000
818.000000,0.900000,0.150000,0.257143
838.000000,1.000000,0.166667,0.285714
858.000000,1.000000,0.166667,0.285714
878.000000,0.850000,0.150000,0.253571
898.000000,0.900000,0.150000,0.257143
919.000000,0.900000,0.150000,0.257143
939.000000,0.900000,0.150000,0.257143
959.000000,0.900000,0.150000,0.257143
979.000000,1.000000,0.166667,0.285714
1000.000000,1.000000,0.166667,0.285714
